id,userId,projectId,sessionId,startedAt,completedAt,abandonedAt,timeSpentMinutes,stepReached,status,step1Completed,step2Completed,step3Completed,step4Completed,wasSaved,wasRestored,saveCount,deviceType,browserInfo,userAgent,createdAt,updatedAt
cmdw4vkqw000djj0455a1uzpu,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754252889784_8jsevl45h,8/3/2025 20:28:10,,8/3/2025 20:28:12,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:28:10,8/3/2025 20:28:12
cmdw4vtgt000fjj04cgaoazow,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754252901101_s0ryu51th,8/3/2025 20:28:21,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:28:21,8/3/2025 20:28:27
cmdw4wbm9000hjj044ebygafv,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754252924609_sitqkuver,8/3/2025 20:28:45,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:28:45,8/3/2025 20:28:45
cmdw4wgih000jjj041r6ci8u0,cmdw4pn0n0006l2049r3bkg0j,cmdnev0kl000747bc2ezzarnw,app_session_1754252930968_j9rglgxmi,8/3/2025 20:28:51,,8/3/2025 20:28:54,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:28:51,8/3/2025 20:28:54
cmdw4wpt3000ljj04kkjenlpd,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,app_session_1754252942999_01d51qbiy,8/3/2025 20:29:03,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:29:03,8/3/2025 20:30:39
cmdw4xgmt000njj04ahtxe2ul,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754252977673_zhzod83rq,8/3/2025 20:29:38,,8/3/2025 20:29:47,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:29:38,8/3/2025 20:29:47
cmdw4ys410017ie04h1ptd44q,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253039297_5klch1i75,8/3/2025 20:30:39,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:30:39,8/3/2025 20:30:39
cmdw4ysjx000dl204mwhfn8d0,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253039806_v7zyxopzd,8/3/2025 20:30:40,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:30:40,8/3/2025 20:32:20
cmdw4z49d000fl204fz5fl1x5,cmdw4qi45000al204idrfsket,cmdnev7jb000p47bcymbgpgn2,app_session_1754253055045_4m5m4q26m,8/3/2025 20:30:55,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; FNE-NX9 Build/HONORFNE-N29; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2307; HONOR; FNE-NX9; HNFNE; qcom; en_AE; 769559867)",8/3/2025 20:30:55,8/3/2025 20:30:55
cmdw4zvm7000pjj04efzr9laq,cmdw4qi45000al204idrfsket,cmdnev7jb000p47bcymbgpgn2,app_session_1754253090494_27u235icp,8/3/2025 20:31:30,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; FNE-NX9 Build/HONORFNE-N29; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2307; HONOR; FNE-NX9; HNFNE; qcom; en_AE; 769559867)",8/3/2025 20:31:30,8/3/2025 20:31:56
cmdw50fbv000rjj041xfts4me,cmdw4qi45000al204idrfsket,cmdnev7jb000p47bcymbgpgn2,app_session_1754253116043_hyz9m99gx,8/3/2025 20:31:56,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; FNE-NX9 Build/HONORFNE-N29; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2307; HONOR; FNE-NX9; HNFNE; qcom; en_AE; 769559867)",8/3/2025 20:31:56,8/3/2025 20:31:56
cmdw50fpy000hl204bfht4cma,cmdw4qi45000al204idrfsket,cmdnev7jb000p47bcymbgpgn2,app_session_1754253116554_edypfwrnc,8/3/2025 20:31:57,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; FNE-NX9 Build/HONORFNE-N29; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2307; HONOR; FNE-NX9; HNFNE; qcom; en_AE; 769559867)",8/3/2025 20:31:57,8/3/2025 20:32:33
cmdw50xon0019ie044tdb80vg,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253139744_wy349flnm,8/3/2025 20:32:20,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:32:20,8/3/2025 20:32:20
cmdw50ycl001bie04j7n2c7dr,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253140708_su8100t77,8/3/2025 20:32:21,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:32:21,8/3/2025 20:32:29
cmdw514hc000tjj042f6opgyd,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253148656_shsnkwvur,8/3/2025 20:32:29,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:32:29,8/3/2025 20:32:29
cmdw514tc000jl204ej1ylkve,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253149075_0bf0qqfui,8/3/2025 20:32:29,8/3/2025 20:33:17,,1,4,COMPLETED,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 385.0.0.28.70 (iPhone13,3; iOS 18_5; en_US; en; scale=3.00; 1170x2532; IABMV/1; 748614773) Safari/604.1",8/3/2025 20:32:29,8/3/2025 20:33:17
cmdw52fr70003l50474zrwgds,cmdw4qi45000al204idrfsket,cmdneuzre000547bcqzwir5u9,app_session_1754253209906_g01onflkt,8/3/2025 20:33:30,8/3/2025 20:34:54,,1,4,COMPLETED,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; FNE-NX9 Build/HONORFNE-N29; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2307; HONOR; FNE-NX9; HNFNE; qcom; en_AE; 769559867)",8/3/2025 20:33:30,8/3/2025 20:34:54
cmdw52utd0007l504xo53ifna,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253229440_0mzl5s9fh,8/3/2025 20:33:49,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:33:49,8/3/2025 20:38:36
cmdw54liu000nl204vd5aoom3,cmdw4qi45000al204idrfsket,cmdnev57b000j47bcoo9tskz5,app_session_1754253310709_pzy5h42ck,8/3/2025 20:35:11,8/3/2025 20:36:59,,2,4,COMPLETED,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; FNE-NX9 Build/HONORFNE-N29; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2307; HONOR; FNE-NX9; HNFNE; qcom; en_AE; 769559867)",8/3/2025 20:35:11,8/3/2025 20:36:59
cmdw590d5000vjj04xsiaawfa,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253516483_df63ufzrb,8/3/2025 20:38:36,,,,2,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:38:36,8/3/2025 20:40:25
cmdw590fp0001le04ieamxl0f,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253516421_ge757zkzj,8/3/2025 20:38:37,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:38:37,8/3/2025 20:38:37
cmdw59kif000xjj048t67y5op,cmdw4qi45000al204idrfsket,cmdnet6ze0008475bbkbutcdd,app_session_1754253542666_snziyhi2z,8/3/2025 20:39:03,8/3/2025 20:41:02,,2,4,COMPLETED,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; FNE-NX9 Build/HONORFNE-N29; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2307; HONOR; FNE-NX9; HNFNE; qcom; en_AE; 769559867)",8/3/2025 20:39:03,8/3/2025 20:41:02
cmdw5bbum0003le04imcb1srr,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253624766_w33admtze,8/3/2025 20:40:25,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:40:25,8/3/2025 20:40:25
cmdw5bcam0001jv046pgf0kgd,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,app_session_1754253625226_h1gtqq2wa,8/3/2025 20:40:25,8/3/2025 20:40:46,,0,4,COMPLETED,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 20:40:25,8/3/2025 20:40:46
cmdw5e90u000zjj04dhhsomgd,cmdw52toz0004l504h272khxl,cmdnev4fx000h47bc5dvuypy4,app_session_1754253761057_pa2bhx68t,8/3/2025 20:42:41,,8/3/2025 20:42:45,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 14; CPH2457 Build/TP1A.220905.001; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.168 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (34/14; 480dpi; 1080x2290; OPPO; CPH2457; OP56E1L1; qcom; en_AE; 769559867)",8/3/2025 20:42:41,8/3/2025 20:42:45
cmdw5vbjl0001lf04mlpfcg9t,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754254557231_5jdd6q7ck,8/3/2025 20:55:57,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 20:55:57,8/3/2025 21:04:45
cmdw5xxq80005lf04esinpzgs,cmdw5m8us000wl204immw45co,cmdu9a8s70005jv04c0n74lvi,app_session_1754254679551_js1hzu4ae,8/3/2025 20:58:00,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 11; SM-A705FN Build/RP1A.200720.012; ) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.163 Mobile Safari/537.36 Instagram 391.0.0.42.82 Android (30/11; 420dpi; 1080x2198; samsung; SM-A705FN; a70q; qcom; en_GB; 769559952)",8/3/2025 20:58:00,8/3/2025 20:58:00
cmdw66mt3000zl2042h1kfkr8,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255085289_gqal9f8wt,8/3/2025 21:04:45,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:04:45,8/3/2025 21:04:45
cmdw66nbt0007lf04wyg5l710,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255085892_ft8pf9ooi,8/3/2025 21:04:46,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:04:46,8/3/2025 21:05:20
cmdw67d8t0009lf04vvquh2vw,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255119551_x7p0zte5h,8/3/2025 21:05:20,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:05:20,8/3/2025 21:05:20
cmdw67dp70001l404irg6w98s,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255120141_5yrbj7qmo,8/3/2025 21:05:20,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:05:20,8/3/2025 21:07:04
cmdw69lq00011l204qte7wleo,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255223844_ryf6gzgyu,8/3/2025 21:07:04,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:07:04,8/3/2025 21:07:04
cmdw69m7n000blf04msg5juji,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255224486_5edj9qf31,8/3/2025 21:07:04,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:07:04,8/3/2025 21:13:25
cmdw6hri20001jo05figmwq91,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255604347_jtqds5n7g,8/3/2025 21:13:25,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:13:25,8/3/2025 21:13:25
cmdw6hrpw000dlf046iq07qqj,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255604871_ahloupgr8,8/3/2025 21:13:25,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:13:25,8/3/2025 21:14:53
cmdw6jnld0001ic04jl78kvkh,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255692837_2rxcf1p00,8/3/2025 21:14:53,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:14:53,8/3/2025 21:14:53
cmdw6jo2c000flf04jj7kx28f,cmdw5m6ej000ul204itgxgtbt,cmdnev4fx000h47bc5dvuypy4,app_session_1754255693447_0xahqv2jq,8/3/2025 21:14:53,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.79 Mobile/15E148 Safari/604.1",8/3/2025 21:14:53,8/3/2025 21:15:18
cmdw6kuvb0003jo05isuv4p7e,cmdw6e6uq0002l404y299xzug,cmdnev0kl000747bc2ezzarnw,app_session_1754255748918_99uriq70d,8/3/2025 21:15:49,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 391.0.0.27.82 (iPhone15,2; iOS 18_5; en_US; en; scale=3.00; 1179x2556; IABMV/1; 768658801) Safari/604.1",8/3/2025 21:15:49,8/3/2025 21:15:49
cmdwa5q9t0002jr04mvyosmyq,cmdw9kdda0002l204t400nkal,cmdu9a8s70005jv04c0n74lvi,app_session_1754261761469_muaxmln4b,8/3/2025 22:56:02,8/3/2025,,5,4,COMPLETED,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,mobile,Other,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 388.0.0.15.79 (iPhone13,3; iOS 18_5; en_GB; en-GB; scale=3.00; 1170x2532; IABMV/1; 758508722)",8/3/2025 22:56:02,8/3/2025 23:01:25
cmdwamwgi0001kv04x109a3fs,cmdw9vy1c0004l204chggfnfj,cmdneuzre000547bcqzwir5u9,app_session_1754262562531_4raiau2as,8/3/2025 23:09:23,,8/3/2025 23:09:30,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",8/3/2025 23:09:23,8/3/2025 23:09:30
cmdwaygbv0001k2044or39k4x,cmdwapmeb0002kv04djrwk7dj,cmdnev921000t47bctzmxc0my,app_session_1754263101614_n68fsk5sd,8/3/2025 23:18:22,,8/3/2025 23:18:26,0,1,ABANDONED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",8/3/2025 23:18:22,8/3/2025 23:18:26
cmdwaz1hh0003k204ht2rlkzm,cmdwapmeb0002kv04djrwk7dj,cmdnev3o0000f47bc5ri578uj,app_session_1754263129141_z00h9inhs,8/3/2025 23:18:49,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",8/3/2025 23:18:49,8/3/2025 23:19:43
cmdwb0ye80001jr04pnmwl1i3,cmdwapmeb0002kv04djrwk7dj,cmdu9a8s70005jv04c0n74lvi,app_session_1754263218448_5r4retutm,8/3/2025 23:20:18,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",8/3/2025 23:20:18,8/3/2025 23:21:51
cmdwb2xnd0005jr04saxnhkuv,cmdwapmeb0002kv04djrwk7dj,cmdu9a8s70005jv04c0n74lvi,app_session_1754263310793_z0rfb3r3h,8/3/2025 23:21:51,,,,2,IN_PROGRESS,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",8/3/2025 23:21:51,8/3/2025 23:22:22
cmdwb2y2q0001lg04nwz0aa1f,cmdwapmeb0002kv04djrwk7dj,cmdu9a8s70005jv04c0n74lvi,app_session_1754263311104_qpm3wrhut,8/3/2025 23:21:51,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",8/3/2025 23:21:51,8/3/2025 23:21:51
cmdwb3ln70001jp04a0fk129x,cmdwapmeb0002kv04djrwk7dj,cmdu9a8s70005jv04c0n74lvi,app_session_1754263341891_rj0dyg57b,8/3/2025 23:22:22,,,,1,IN_PROGRESS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",8/3/2025 23:22:22,8/3/2025 23:22:22
cmdwb3m3s0003lg04alr0143p,cmdwapmeb0002kv04djrwk7dj,cmdu9a8s70005jv04c0n74lvi,app_session_1754263342490_ntuny114x,8/3/2025 23:22:22,8/3/2025 23:22:57,,1,4,COMPLETED,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,mobile,Chrome,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",8/3/2025 23:22:22,8/3/2025 23:22:57
